ISBN;NAME;DESCRIPTION;AUTHOR;PUBLICATIONYEAR;IMAGEURLM;IMAGEURLL;PRICE;BOOKSAVAILABLE;RATING
039456894X;Impossible Vacation;Impossible Vacation;Spalding Gray;1992;http://images.amazon.com/images/P/039456894X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/039456894X.01.LZZZZZZZ.jpg;166.52096192833594;6;3.8333333333333335
0440224675;Hannibal;Hannibal;Thomas Harris;2000;http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg;61.33486219772838;9;2.545774647887324
0449002632;London : The Novel;London : The Novel;EDWARD RUTHERFURD;1998;http://images.amazon.com/images/P/0449002632.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449002632.01.LZZZZZZZ.jpg;172.16849891365837;0;2.811111111111111
0449213773;Life Before Man;Life Before Man;Margaret Atwood;1990;http://images.amazon.com/images/P/0449213773.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449213773.01.LZZZZZZZ.jpg;95.58531209481419;9;1.625
0452279690;Cavedweller;Cavedweller;Dorothy Allison;1999;http://images.amazon.com/images/P/0452279690.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0452279690.01.LZZZZZZZ.jpg;70.70353930747092;5;2.260869565217391
0553569058;The Robber Bride;The Robber Bride;Margaret Atwood;1995;http://images.amazon.com/images/P/0553569058.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553569058.01.LZZZZZZZ.jpg;416.778181844002;7;1.7272727272727273
0679427430;Wouldn't Take Nothing for My Journey Now;Wouldn't Take Nothing for My Journey Now;MAYA ANGELOU;1993;http://images.amazon.com/images/P/0679427430.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679427430.01.LZZZZZZZ.jpg;275.6811655987496;2;2.388888888888889
0679725393;The House of Mirth (Library of America);The House of Mirth (Library of America);Edith Wharton;1990;http://images.amazon.com/images/P/0679725393.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679725393.01.LZZZZZZZ.jpg;269.2012765151668;3;9.0
0802114369;Ohitika Woman;Ohitika Woman;Mary Brave Bird;1993;http://images.amazon.com/images/P/0802114369.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0802114369.01.LZZZZZZZ.jpg;62.14448817253365;8;3.4
0803233019;Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux;Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux;John G. Neihardt;1988;http://images.amazon.com/images/P/0803233019.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0803233019.01.LZZZZZZZ.jpg;237.88213603229875;4;0.0
0819154946;The Community in America;The Community in America;Roland Warren;1987;http://images.amazon.com/images/P/0819154946.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0819154946.01.LZZZZZZZ.jpg;78.9853622575275;3;8.0
0897322339;The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado);The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado);Johnny Molloy;1997;http://images.amazon.com/images/P/0897322339.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0897322339.01.LZZZZZZZ.jpg;36.03716378019578;4;7.0
0940322978;Mawrdew Czgowchwz (New York Review Books Classics);Mawrdew Czgowchwz (New York Review Books Classics);James McCourt;2002;http://images.amazon.com/images/P/0940322978.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0940322978.01.LZZZZZZZ.jpg;269.90365609294895;8;4.0
1573225126;Prozac Nation: Young and Depressed in America : A Memoir;Prozac Nation: Young and Depressed in America : A Memoir;Elizabeth Wurtzel;1997;http://images.amazon.com/images/P/1573225126.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1573225126.01.LZZZZZZZ.jpg;238.9034166685927;9;3.5
1579651658;The Journey From Here;The Journey From Here;Bill Bradley;2000;http://images.amazon.com/images/P/1579651658.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1579651658.01.LZZZZZZZ.jpg;137.0509888046614;3;4.0
1878424319;The Four Agreements: A Practical Guide to Personal Freedom;The Four Agreements: A Practical Guide to Personal Freedom;Don Miguel Ruiz;1997;http://images.amazon.com/images/P/1878424319.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg;245.03695116972568;7;3.4962406015037595
8401351421;El desarrollo de Leonardo da Vinci (Biografías y memorias);El desarrollo de Leonardo da Vinci (Biografías y memorias);Luis Racionero;1986;http://images.amazon.com/images/P/8401351421.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/8401351421.01.MZZZZZZZ.jpg;172.04115390162;3;0.0
8423324311;Gastronomia divina (L'áncora);Gastronomia divina (L'áncora);Eugeni Perea Simón;1994;http://images.amazon.com/images/P/8423324311.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8423324311.01.LZZZZZZZ.jpg;375.03630114331406;5;0.0
8427007450;Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman;Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman;Thomas Hauser;1982;http://images.amazon.com/images/P/8427007450.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8427007450.01.LZZZZZZZ.jpg;232.08882812871323;2;5.0
8429734996;Hotel Europa (El Balancí);Hotel Europa (El Balancí);Vicenç Villatoro;1992;http://images.amazon.com/images/P/8429734996.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8429734996.01.LZZZZZZZ.jpg;158.57142416864696;1;0.0
8429736131;La dona dels ulls de pluja: Barcelona anys 90 (El Balancí);La dona dels ulls de pluja: Barcelona anys 90 (El Balancí);Víctor Mora;1993;http://images.amazon.com/images/P/8429736131.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8429736131.01.LZZZZZZZ.jpg;241.23533707672752;9;0.0
8440616252;El paraíso (Tiempos modernos);El paraíso (Tiempos modernos);Elena Castedo;1991;http://images.amazon.com/images/P/8440616252.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8440616252.01.LZZZZZZZ.jpg;136.75126059967974;7;0.0
8472224260;Negra i consentida (Col¨lecció El Mirall);Negra i consentida (Col¨lecció El Mirall);Ofèlia Dracs;1983;http://images.amazon.com/images/P/8472224260.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8472224260.01.LZZZZZZZ.jpg;360.65464203346136;1;0.0
8472227421;Essa efa (Col¨lecció El Mirall i el temps);Essa efa (Col¨lecció El Mirall i el temps);Ofèlia Dracs;1985;http://images.amazon.com/images/P/8472227421.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8472227421.01.LZZZZZZZ.jpg;338.5385004344866;1;0.0
8474103347;Espurnes de sang (La Negra);Espurnes de sang (La Negra);Antoni Serra;1987;http://images.amazon.com/images/P/8474103347.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8474103347.01.LZZZZZZZ.jpg;22.920493529291374;6;3.5
8475960936;Les llengües d'Africa (Biblioteca universal Empúries);Les llengües d'Africa (Biblioteca universal Empúries);M. Carme Junyent;1986;http://images.amazon.com/images/P/8475960936.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8475960936.01.LZZZZZZZ.jpg;453.46161701138084;9;9.0
8477830029;Trànsit (Area contemporània);Trànsit (Area contemporània);Jaume Capó;1987;http://images.amazon.com/images/P/8477830029.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8477830029.01.LZZZZZZZ.jpg;137.14094212276896;1;0.0
8478091246;L'home del sac;L'home del sac;Màrius Serra;1990;http://images.amazon.com/images/P/8478091246.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8478091246.01.LZZZZZZZ.jpg;461.7304633160986;3;0.0
8478097732;Gràcies per la propina (Columna);Gràcies per la propina (Columna);Ferran Torrent;1995;http://images.amazon.com/images/P/8478097732.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8478097732.01.LZZZZZZZ.jpg;179.65906934546743;0;0.0
8478098267;El dia que es va cremar el Liceu (La primera Columna);El dia que es va cremar el Liceu (La primera Columna);Joan Agut;1995;http://images.amazon.com/images/P/8478098267.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8478098267.01.LZZZZZZZ.jpg;154.10518897487086;7;9.0
8478800336;Cómo ser una mujer y no morir en el intento (Colección El Papagayo);Cómo ser una mujer y no morir en el intento (Colección El Papagayo);Carmen Rico-Godoy;1990;http://images.amazon.com/images/P/8478800336.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8478800336.01.LZZZZZZZ.jpg;493.3800524309455;1;3.625
8478884963;Una casa en Irlanda;Una casa en Irlanda;Maeve Binchy;1999;http://images.amazon.com/images/P/8478884963.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8478884963.01.LZZZZZZZ.jpg;331.7307957893418;0;9.0
8483002523;La mirada del tafur (Col¨lecció clàssica);La mirada del tafur (Col¨lecció clàssica);Ferran Torrent;1997;http://images.amazon.com/images/P/8483002523.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8483002523.01.LZZZZZZZ.jpg;477.5433972765746;5;1.6666666666666667
8486433193;Amorrada al piló (Columna);Amorrada al piló (Columna);Maria Jaén;1986;http://images.amazon.com/images/P/8486433193.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8486433193.01.LZZZZZZZ.jpg;53.823799578835654;5;2.5
0600586898;Blur (Melody Maker);Blur (Melody Maker);Paul Lester;1995;http://images.amazon.com/images/P/0600586898.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0600586898.01.LZZZZZZZ.jpg;300.1635631250712;7;6.0
1853260622;War and Peace (Wordsworth Classics);War and Peace (Wordsworth Classics);Leo Tolstoy;1997;http://images.amazon.com/images/P/1853260622.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1853260622.01.LZZZZZZZ.jpg;227.78658313109224;3;2.757575757575758
1857938011;A-Z of Behaving Badly;A-Z of Behaving Badly;Simon Nye;1996;http://images.amazon.com/images/P/1857938011.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1857938011.01.LZZZZZZZ.jpg;254.92692779925147;3;6.0
0060804157;He Understanding Masculine Psychology;He Understanding Masculine Psychology;Robert A Johnson;1977;http://images.amazon.com/images/P/0060804157.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060804157.01.LZZZZZZZ.jpg;428.6745594022152;9;0.0
8466601090;Las DOS Muertes De Gardel (Ficcionario);Las DOS Muertes De Gardel (Ficcionario);Horacio Vazquez-Rial;2002;http://images.amazon.com/images/P/8466601090.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8466601090.01.LZZZZZZZ.jpg;322.66522137338933;5;0.0
0140382658;You Can Surf the Net: Your Guide to the World of the Internet;You Can Surf the Net: Your Guide to the World of the Internet;Marc Gascoigne;1996;http://images.amazon.com/images/P/0140382658.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140382658.01.LZZZZZZZ.jpg;99.50398948409045;0;1.6666666666666667
0152012966;I Want to Be...a Veterinarian (I Want to Be... Series);I Want to Be...a Veterinarian (I Want to Be... Series);Stephanie Maze;1997;http://images.amazon.com/images/P/0152012966.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0152012966.01.LZZZZZZZ.jpg;462.5468324821386;3;0.0
0312283784;Alice's Tulips;Alice's Tulips;Sandra Dallas;2001;http://images.amazon.com/images/P/0312283784.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312283784.01.LZZZZZZZ.jpg;344.25494782143295;2;5.285714285714286
0345297709;Centaur Aisle;Centaur Aisle;Piers Anthony;1982;http://images.amazon.com/images/P/0345297709.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345297709.01.LZZZZZZZ.jpg;247.41613709877663;7;2.8
0345313097;Crewel Lye;Crewel Lye;Piers Anthony;1985;http://images.amazon.com/images/P/0345313097.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345313097.01.LZZZZZZZ.jpg;4.332558165989209;9;2.75
0345335465;Dragonflight (Dragonriders of Pern Trilogy (Paperback));Dragonflight (Dragonriders of Pern Trilogy (Paperback));Anne McCaffrey;1991;http://images.amazon.com/images/P/0345335465.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345335465.01.LZZZZZZZ.jpg;204.8249128563882;5;3.5806451612903225
0345416848;Last Sword of Power (Stones of Power);Last Sword of Power (Stones of Power);David Gemmell;1997;http://images.amazon.com/images/P/0345416848.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345416848.01.LZZZZZZZ.jpg;239.67106940274735;4;0.0
0385333404;Dating Big Bird;Dating Big Bird;Laura Zigman;2000;http://images.amazon.com/images/P/0385333404.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385333404.01.LZZZZZZZ.jpg;361.45400536469543;0;0.8076923076923077
044021145X;The Firm;The Firm;John Grisham;1992;http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg;211.91326155041335;7;3.0756143667296785
0449212084;Murder at the Kennedy Center (Capital Crime Mysteries);Murder at the Kennedy Center (Capital Crime Mysteries);Margaret Truman;1990;http://images.amazon.com/images/P/0449212084.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449212084.01.LZZZZZZZ.jpg;147.78931010037667;3;1.3043478260869565
0553582682;Guinness World Records 2000 (Guinness Book of Records, 2000);Guinness World Records 2000 (Guinness Book of Records, 2000);Nic Kynaston;2000;http://images.amazon.com/images/P/0553582682.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553582682.01.LZZZZZZZ.jpg;489.2466891958851;3;3.75
0590947257;Forever Amber Brown (Amber Brown (Paperback));Forever Amber Brown (Amber Brown (Paperback));Paula Danziger;1997;http://images.amazon.com/images/P/0590947257.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0590947257.01.LZZZZZZZ.jpg;258.1332980531894;4;1.7777777777777777
074345829X;Philip Jose Farmer's The Dungeon;Philip Jose Farmer's The Dungeon;Richard A. Lupoff;2003;http://images.amazon.com/images/P/074345829X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/074345829X.01.LZZZZZZZ.jpg;115.61077867377789;0;0.0
0786913878;Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms);Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms);Carrie Bebris;2001;http://images.amazon.com/images/P/0786913878.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786913878.01.LZZZZZZZ.jpg;228.25220651849514;4;2.3333333333333335
0801491827;Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869;Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869;Ellen Carol Dubois;1980;http://images.amazon.com/images/P/0801491827.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0801491827.01.LZZZZZZZ.jpg;407.51647558359105;1;3.0
0816729913;Why Are Boys So Weird (Tales from Third Grade);Why Are Boys So Weird (Tales from Third Grade);Candice F. Ransom;1993;http://images.amazon.com/images/P/0816729913.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0816729913.01.LZZZZZZZ.jpg;484.36944982079183;6;3.0
0866119531;Black Beauty (Great Illustrated Classics (Playmore));Black Beauty (Great Illustrated Classics (Playmore));Anna Sewell;2000;http://images.amazon.com/images/P/0866119531.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0866119531.01.LZZZZZZZ.jpg;414.87799958633644;7;1.6666666666666667
0866119566;Oliver Twist (Great Illustrated Classics);Oliver Twist (Great Illustrated Classics);Charles Dickens;1989;http://images.amazon.com/images/P/0866119566.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0866119566.01.LZZZZZZZ.jpg;161.3565916654965;9;3.4
0870441663;The wild ponies of Assateague Island (Books for young explorers);The wild ponies of Assateague Island (Books for young explorers);Donna K Grosvenor;1975;http://images.amazon.com/images/P/0870441663.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0870441663.01.LZZZZZZZ.jpg;56.99735471160727;3;3.5
1561561428;Frankenstein (Illustrated Classics Series);Frankenstein (Illustrated Classics Series);Mary Wollstonecraft Shelley;1992;http://images.amazon.com/images/P/1561561428.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1561561428.01.LZZZZZZZ.jpg;55.18825689176809;2;2.3333333333333335
0553210092;The Scarlet Letter;The Scarlet Letter;NATHANIEL HAWTHORNE;1965;http://images.amazon.com/images/P/0553210092.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553210092.01.LZZZZZZZ.jpg;362.77973347230414;3;3.2065217391304346
0553258524;Dragonsong (Harper Hall Trilogy);Dragonsong (Harper Hall Trilogy);Anne McCaffrey;1977;http://images.amazon.com/images/P/0553258524.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553258524.01.LZZZZZZZ.jpg;71.53681265135093;2;4.516129032258065
0688163726;The Watch House;The Watch House;Robert Westall;1998;http://images.amazon.com/images/P/0688163726.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0688163726.01.LZZZZZZZ.jpg;334.5583793084886;4;0.0
1569471096;Was It Something I Said?;Was It Something I Said?;Valerie Block;1998;http://images.amazon.com/images/P/1569471096.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1569471096.01.LZZZZZZZ.jpg;386.8522603905603;1;0.0
055358099X;Cloud Nine;Cloud Nine;Luanne Rice;2000;http://images.amazon.com/images/P/055358099X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/055358099X.01.LZZZZZZZ.jpg;189.4573995620371;2;2.3134328358208953
0316168815;The Lovely Bones;The Lovely Bones;Alice Sebold;2004;http://images.amazon.com/images/P/0316168815.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316168815.01.LZZZZZZZ.jpg;182.74506758236296;7;3.7311827956989245
014023828X;The Tortilla Curtain;The Tortilla Curtain;T. Coraghessan Boyle;1996;http://images.amazon.com/images/P/014023828X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/014023828X.01.LZZZZZZZ.jpg;228.54336794292146;2;4.325
0316314927;Sarah Conley;Sarah Conley;Ellen Gilchrist;1998;http://images.amazon.com/images/P/0316314927.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316314927.01.LZZZZZZZ.jpg;228.06071018184133;9;3.0
0345424719;A Widow for One Year;A Widow for One Year;JOHN IRVING;1999;http://images.amazon.com/images/P/0345424719.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345424719.01.LZZZZZZZ.jpg;34.425839148272516;1;3.1517241379310343
0375414746;The Clearing;The Clearing;TIM GAUTREAUX;2003;http://images.amazon.com/images/P/0375414746.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375414746.01.LZZZZZZZ.jpg;383.74835560881144;1;2.4444444444444446
0375726403;Empire Falls;Empire Falls;Richard Russo;2002;http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg;25.498500131599712;1;3.454828660436137
0385503857;Oryx and Crake;Oryx and Crake;Margaret Atwood;2003;http://images.amazon.com/images/P/0385503857.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385503857.01.LZZZZZZZ.jpg;231.44218779729158;5;3.0454545454545454
0425156842;Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition);Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition);Jostein Gaarder;1997;http://images.amazon.com/images/P/0425156842.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425156842.01.LZZZZZZZ.jpg;289.90435905048054;4;2.1379310344827585
0440226104;Black and Blue;Black and Blue;ANNA QUINDLEN;1999;http://images.amazon.com/images/P/0440226104.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440226104.01.LZZZZZZZ.jpg;318.21273521244433;2;2.79467680608365
0452277337;Le Divorce (William Abrahams Book);Le Divorce (William Abrahams Book);Diane Johnson;1997;http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg;229.44491501794766;9;2.6451612903225805
0553802488;The Face;The Face;DEAN KOONTZ;2003;http://images.amazon.com/images/P/0553802488.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553802488.01.LZZZZZZZ.jpg;381.39474019874535;8;2.9322033898305087
0671021001;She's Come Undone (Oprah's Book Club);She's Come Undone (Oprah's Book Club);Wally Lamb;1998;http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671021001.01.LZZZZZZZ.jpg;345.82395340950313;8;3.5705128205128207
0767903579;Falling Leaves: The True Story of an Unwanted Chinese Daughter;Falling Leaves: The True Story of an Unwanted Chinese Daughter;Adeline Yen Mah;1999;http://images.amazon.com/images/P/0767903579.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0767903579.01.LZZZZZZZ.jpg;55.309539701834666;7;3.0163934426229506
0805063897;Nickel and Dimed: On (Not) Getting By in America;Nickel and Dimed: On (Not) Getting By in America;Barbara Ehrenreich;2002;http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0805063897.01.LZZZZZZZ.jpg;496.08825892928684;4;4.142322097378277
0679777431;The Game of Kings (Lymond Chronicles, 1);The Game of Kings (Lymond Chronicles, 1);DOROTHY DUNNETT;1997;http://images.amazon.com/images/P/0679777431.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679777431.01.LZZZZZZZ.jpg;392.8733177363941;0;2.6315789473684212
0553285343;RUSSIA HOUSE, THE;RUSSIA HOUSE, THE;JOHN LE CARRE;1990;http://images.amazon.com/images/P/0553285343.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553285343.01.LZZZZZZZ.jpg;294.9115567818781;7;1.706896551724138
0486285529;Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books);Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books);A. C. Gordon;1995;http://images.amazon.com/images/P/0486285529.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0486285529.01.LZZZZZZZ.jpg;227.2762420569271;3;6.0
0671002481;The First Wives Club Movie Tie In;The First Wives Club Movie Tie In;Olivia Goldsmith;1996;http://images.amazon.com/images/P/0671002481.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671002481.01.LZZZZZZZ.jpg;373.01697074833464;9;1.7333333333333334
0812523385;Selected Poems of Emily Dickinson;Selected Poems of Emily Dickinson;Emily Dickinson;1995;http://images.amazon.com/images/P/0812523385.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0812523385.01.LZZZZZZZ.jpg;482.0414281881532;9;3.0
0895774666;Watercolor School (Reader's Digest Learn-As-You-Go Guides);Watercolor School (Reader's Digest Learn-As-You-Go Guides);Hazel Harrison;1993;http://images.amazon.com/images/P/0895774666.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0895774666.01.LZZZZZZZ.jpg;315.5183824305662;8;0.0
0020199090;Joshua In the Holy Land;Joshua In the Holy Land;Joseph Girzone;1993;http://images.amazon.com/images/P/0020199090.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0020199090.01.LZZZZZZZ.jpg;275.9062935251081;4;0.0
0385495145;The Messenger;The Messenger;JOSEPH GIRZONE;2002;http://images.amazon.com/images/P/0385495145.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385495145.01.LZZZZZZZ.jpg;288.5314845693753;0;2.3333333333333335
0679733825;Sisters of the Earth: Women's Prose and Poetry About Nature;Sisters of the Earth: Women's Prose and Poetry About Nature;Lorraine Anderson;1991;http://images.amazon.com/images/P/0679733825.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679733825.01.LZZZZZZZ.jpg;165.88092730609176;8;2.0
0842329129;Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1);Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1);Tim Lahaye;1996;http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0842329129.01.LZZZZZZZ.jpg;443.1691397150913;7;4.026936026936027
0345451260;Househusband;Househusband;AD HUDLER;2002;http://images.amazon.com/images/P/0345451260.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345451260.01.LZZZZZZZ.jpg;96.4187719559259;3;2.0
0740700235;Life Messages: Inspiration For The Woman's Spirit;Life Messages: Inspiration For The Woman's Spirit;Josephine Carlton;2002;http://images.amazon.com/images/P/0740700235.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0740700235.01.LZZZZZZZ.jpg;162.52813414828643;7;2.142857142857143
0380973545;Letters from a Nut;Letters from a Nut;Ted L. Nancy;1999;http://images.amazon.com/images/P/0380973545.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380973545.01.LZZZZZZZ.jpg;61.574603316650325;7;3.2058823529411766
0393321576;Karl Marx: A Life;Karl Marx: A Life;Francis Wheen;2001;http://images.amazon.com/images/P/0393321576.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0393321576.01.MZZZZZZZ.jpg;307.30344117211433;4;8.0
0743424425;The Shining;The Shining;Stephen King;2001;http://images.amazon.com/images/P/0743424425.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743424425.01.LZZZZZZZ.jpg;470.28656116761624;7;4.673913043478261
0786868015;The Diary of Ellen Rimbauer: My Life at Rose Red;The Diary of Ellen Rimbauer: My Life at Rose Red;Joyce Reardon;2001;http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786868015.01.LZZZZZZZ.jpg;108.1674150819934;3;3.933333333333333
0446610178;The Sky Is Falling;The Sky Is Falling;Sidney Sheldon;2001;http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446610178.01.LZZZZZZZ.jpg;410.17670958756366;2;2.2816901408450705
0684854953;Santa Pete : A Novel Of Christmas Present And Past;Santa Pete : A Novel Of Christmas Present And Past;Christopher Moore;1998;http://images.amazon.com/images/P/0684854953.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684854953.01.MZZZZZZZ.jpg;80.46847524598294;4;1.25
0743229878;Mount Vernon Love Story : A Novel of George and Martha Washington;Mount Vernon Love Story : A Novel of George and Martha Washington;Mary Higgins Clark;2002;http://images.amazon.com/images/P/0743229878.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743229878.01.MZZZZZZZ.jpg;19.519177757740813;4;4.291666666666667
0380617625;The Kingdom: Arabia and the House of Sa'Ud;The Kingdom: Arabia and the House of Sa'Ud;Robert Lacey;1983;http://images.amazon.com/images/P/0380617625.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380617625.01.LZZZZZZZ.jpg;38.51284048238818;6;2.3333333333333335
0380732335;Florida Road Kill: A Novel;Florida Road Kill: A Novel;Tim Dorsey;2000;http://images.amazon.com/images/P/0380732335.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380732335.01.LZZZZZZZ.jpg;303.19584697571537;5;3.3529411764705883
0385337132;The 37th Hour;The 37th Hour;JODI COMPTON;2003;http://images.amazon.com/images/P/0385337132.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385337132.01.LZZZZZZZ.jpg;230.78522326641183;3;4.0
0440235057;Be Cool;Be Cool;Elmore Leonard;2000;http://images.amazon.com/images/P/0440235057.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440235057.01.LZZZZZZZ.jpg;184.82172985096523;7;2.09375
